sample_id,m_hot_kg_s,m_cold_kg_s,cp_hot_J_kgK,cp_cold_J_kgK,UA_W_K,T_hot_in_C,T_cold_in_C,Q_kW,T_hot_out_C,T_cold_out_C,effectiveness,NTU,LMTD_K,split
1827,0.547368,0.0830853,3862.14,2170.9,2423.83,115.061,19.879,17.1679,106.94,115.06,0.999996,13.4381,7.08295,train
1828,0.109103,0.942859,1294.71,4103.67,3217.3,190.493,16.8999,24.5211,16.8999,23.2375,1,22.7763,7.62165,train
1829,0.0711419,0.0931628,3717.12,3516,1063.11,200.039,21.9249,40.4399,47.114,145.383,0.858579,4.0202,38.0391,test
1830,4.06287,3.26701,1879.38,4187.45,393.49,233.464,28.348,77.5925,223.302,34.0198,0.0495418,0.0515329,197.191,train
1831,0.913587,0.127849,2140.34,1639.8,779.958,199.264,26.4853,35.0505,181.339,193.674,0.967646,3.72036,44.939,train
1832,4.72918,2.70776,1630.11,3053.18,3815.78,295.355,18.7898,713.841,202.757,105.135,0.334813,0.494973,187.076,train
1833,3.10642,0.0503015,2818.89,1604.49,388.568,270.678,16.7517,20.3218,268.358,268.545,0.991598,4.81447,52.2992,test
1834,0.856308,0.34501,4055.35,4186.39,695.628,127.683,34.4612,48.1224,113.825,67.779,0.357404,0.481622,69.1783,test
1835,0.253512,1.28962,3870.28,1128.23,316.118,255.516,10.6503,60.9192,193.427,52.5195,0.253563,0.322188,192.71,train
1836,4.61727,0.190244,2063.27,2631.82,470.478,89.9537,21.9912,20.5004,87.8018,62.9356,0.602457,0.939662,43.5736,train
1837,0.945713,1.23959,4159.2,1027.38,2879.94,247.385,26.6224,236.839,187.173,212.593,0.842399,2.26138,82.2375,train
1838,0.107739,0.201341,2215.79,2060.89,4137.17,249.768,13.0145,56.5042,13.0786,149.188,0.99973,17.3301,13.6577,train
1839,0.54093,0.0594945,3119.61,1457.81,2766.19,270.461,28.9075,20.9504,258.046,270.461,1,31.8937,7.57372,train
1840,0.346062,1.54407,3021.95,1931.8,205.523,215.916,58.7728,28.4784,188.685,68.3203,0.173292,0.196525,138.566,train
1841,0.322139,0.25889,2437,1461.99,6890.49,163.2,39.6747,46.7516,103.647,163.194,0.999958,18.205,6.78495,train
1842,0.170709,0.769936,1328.33,2956.72,3636.85,222.972,29.0188,43.9801,29.0189,48.3382,1,16.0385,12.0929,train
1843,0.58679,1.95996,1708.78,2277.65,5736.65,258.804,10.5895,246.592,12.8746,65.8286,0.990794,5.72123,42.9854,test
1844,0.218434,0.114548,2833.11,3838.26,6606.56,153.617,19.7479,58.6359,58.8669,153.113,0.996231,15.0264,8.87541,train
1845,0.488192,0.989441,3502.9,1186.54,4258.85,205.444,26.729,182.763,98.5704,182.403,0.871071,3.62759,42.9138,train
1846,2.51762,0.875248,3996.09,2901.02,9638.14,173.971,21.6209,369.647,137.229,167.202,0.95557,3.79588,38.3525,train
1847,0.0570374,0.854735,3654.87,1092.47,440.228,280.601,49.7966,40.5392,86.1349,93.2109,0.842558,2.11177,92.0867,test
1848,1.03718,0.106047,3596.62,2144.58,107.711,119.573,32.0854,7.43356,117.58,64.771,0.373604,0.473606,69.0142,train
1849,0.064948,0.395922,3774.83,2210.62,187.176,168.955,31.1642,17.0384,99.458,50.6315,0.504366,0.763462,91.0288,train
1850,3.89964,1.61338,2674.02,3070.18,7122.63,232.399,45.0775,633.071,171.688,172.884,0.682283,1.43794,88.8816,train
1851,0.705855,3.14497,3334.22,3366.32,14247.8,185.574,49.0216,319.112,49.9816,79.1636,0.99297,6.05394,22.3973,test
1852,2.59609,1.49244,2683.78,4106.46,1067.37,157.048,18.0167,127.52,138.745,38.8239,0.149659,0.17416,119.472,train
1853,2.12962,3.23403,1450.47,2037.24,1598.89,256.834,37.101,253.404,174.799,75.5625,0.373342,0.517615,158.487,train
1854,0.0764958,0.152941,1579.16,3993.98,405.982,185.666,28.6788,17.9237,37.2901,58.0213,0.945146,3.3608,44.1489,test
1855,0.745528,0.123425,1403.04,3109.86,542.77,249.176,6.55427,64.7944,187.231,175.363,0.69577,1.41408,119.377,train
1856,0.818484,0.117319,3274.55,1188.44,304.094,102.204,6.28635,11.7592,97.8162,90.6259,0.879294,2.18104,38.6695,train
1857,3.51383,3.17652,3866.28,1786.4,828.438,171.043,44.409,95.018,164.049,61.1537,0.132229,0.145992,114.695,train
1858,2.66969,0.125363,2174.23,1413.72,200.665,248.561,45.3066,24.2506,244.383,182.14,0.673213,1.13225,120.851,train
1859,0.303769,0.0651604,3446.03,1428.82,1003.31,171.607,40.4411,12.2113,159.941,171.6,0.99995,10.7764,12.171,train
1860,0.800464,0.0836954,2419.51,2787.75,16505.2,214.404,44.1538,39.723,193.894,214.404,1,70.7401,2.4067,train
1861,3.21043,0.573207,1817.52,1201.18,576.069,124.612,9.58592,43.8052,117.105,73.2077,0.553108,0.836671,76.0416,train
1862,1.53509,0.133299,3978.44,1149.51,1683.1,122.545,38.8188,12.829,120.444,122.543,0.999978,10.9842,7.62223,train
1863,1.59219,0.0544436,3089.42,1878.75,983.161,231.172,13.5168,22.2613,226.646,231.154,0.99992,9.61188,22.6425,test
1864,0.842586,2.3655,1237.25,2879.16,2079.8,188.532,22.8066,144.973,49.4675,44.0928,0.839126,1.99504,69.7055,train
1865,0.0749344,0.158442,3728.1,3048.94,148.198,127.129,41.9799,8.86914,95.3817,60.3394,0.372847,0.530486,59.8466,train
1866,0.440901,0.128197,2482.39,1380.19,5353.78,180.108,59.2079,21.3915,160.563,180.108,1,30.2583,3.99559,train
1867,0.105216,4.24176,2184.95,3139.74,917.144,235.359,11.1666,50.5351,15.5369,14.9611,0.980507,3.98947,55.1005,train
1868,4.81368,0.729309,1943.18,4163.62,187.586,159.199,31.9985,22.9199,156.748,39.5465,0.0593394,0.0617759,122.183,train
1869,1.64389,2.1429,2886.5,1998.52,14409.9,187.759,57.1222,447.171,93.52,161.537,0.799277,3.36473,31.0322,train
1870,1.81898,3.28234,2212,1582.89,486.205,273.898,40.2468,102.597,248.399,59.9937,0.109132,0.120839,211.016,train
1871,2.10454,0.105708,4032.34,3620.32,4352.71,277.779,55.3294,85.1295,267.747,277.775,0.999982,11.3737,19.5578,train
1872,1.35668,0.711411,3704.34,2368.2,1015.35,218.795,13.3051,147.38,189.469,100.783,0.425705,0.602667,145.151,test
1873,2.11331,1.92247,3595.89,3094.49,141.858,147.99,57.5454,12.5632,146.337,59.6572,0.0233491,0.0238455,88.5618,train
1874,0.327857,3.33177,2590.62,3024.21,3224.45,96.6076,26.8585,57.5599,28.8386,32.5711,0.971612,3.79636,17.8511,train
1875,0.0951452,1.99435,3499.66,1282.76,10006.1,228.116,5.01728,74.2866,5.01728,34.055,1,30.0504,7.42417,test
1876,4.47916,0.80544,1169.37,1792.71,7394.14,147.305,43.6545,146.989,119.242,145.453,0.982135,5.12089,19.8792,train
1877,0.206126,0.228476,3628.59,3135.48,6488.25,261.195,27.9349,153.214,56.3493,241.807,0.916884,9.05698,23.6141,train
1878,3.73649,0.405798,1751.63,3133.13,262.72,83.4175,9.8514,17.1692,80.7943,23.3553,0.183562,0.206635,65.3516,train
1879,1.63923,0.0746097,3100.58,3787,1288.62,112.407,46.9276,18.2656,108.814,111.574,0.987268,4.56071,14.1746,train
1880,0.155936,0.159962,1914.79,3001.34,1090.68,140.653,42.1893,26.0889,53.278,96.5298,0.887383,3.65284,23.9198,train
1881,1.65395,0.448305,3529.44,2265.73,13009.5,202.067,36.6451,168.022,173.284,202.063,0.999979,12.8079,12.9153,test
1882,0.669079,2.53387,1097.97,1060.68,9017.87,262.865,30.8846,170.404,30.9071,94.2876,0.999903,12.2754,18.8962,train
1883,0.367876,0.367871,3430.17,3251.28,3694.68,128.918,38.3635,83.4201,62.8099,108.11,0.770215,3.08907,22.5784,train
1884,1.1041,1.32546,2348.82,3967.48,2450.91,299.338,16.252,402.303,144.209,92.7535,0.547993,0.94508,164.144,test
1885,1.84443,3.10345,1928.47,2420.49,3378.84,196.153,40.6942,305.279,110.326,81.3337,0.552086,0.949934,90.3502,train
1886,0.963173,0.403946,4057.55,3670.55,1329.23,292.866,36.3724,207.388,239.8,176.244,0.545321,0.896492,156.021,train
1887,2.22436,2.81619,1479.28,2276.68,4219.31,137.274,33.6955,218.248,70.9463,67.7352,0.640361,1.28229,51.726,train
1888,0.0971597,0.331543,2921.02,3757.36,359.107,139.748,26.6619,21.8909,62.6149,44.2347,0.682075,1.26533,60.9592,test
1889,0.16538,0.268518,2429.07,3747.48,203.212,206.747,43.1753,24.4124,145.977,67.4357,0.371519,0.505855,120.133,train
1890,4.81958,0.93904,2066.3,2029.18,2409.75,201.431,24.9444,231.263,178.208,146.312,0.687687,1.26464,95.9696,train
1891,2.15695,0.20398,3308.5,2232.06,321.179,199.56,54.078,33.1082,194.921,126.796,0.499844,0.705432,103.084,test
1892,0.0857068,0.163982,2870.41,3804.68,1351.76,146.14,23.1082,29.6005,25.8191,70.5525,0.977966,5.49465,21.8978,train
1893,3.61739,1.24661,3834.41,4176.79,620.03,227.106,46.9674,103.193,219.666,66.7861,0.11002,0.11908,166.433,train
1894,0.365982,3.17945,1788.56,2887.13,309.578,264.302,9.15831,62.2258,169.24,15.9371,0.372583,0.472941,201.002,train
1895,4.36784,4.94392,2262.74,3766.84,2039.33,154.791,36.7391,207.772,133.768,47.8959,0.178079,0.206341,101.883,train
1896,0.0686741,1.78592,2320.25,3957.98,1433.6,279.823,48.308,36.8844,48.3423,53.526,0.999852,8.99706,25.7285,test
1897,2.65849,1.0907,4120.44,4005.47,1409.18,211.158,34.4825,202.621,192.66,80.8621,0.262513,0.322559,143.786,train
1898,0.063162,0.545958,1901.82,2913.03,2103.24,197.159,59.2754,16.5629,59.2754,69.6898,1,17.5091,7.87496,train
1899,0.259714,0.272068,1811.15,1977.5,4683.69,213.156,55.0036,70.8254,62.5859,186.646,0.952057,9.95723,15.1217,train
1900,0.344362,0.053057,2261.47,2531.3,332.602,274.495,40.8818,27.9545,238.599,249.027,0.890982,2.4765,84.0479,train
1901,2.29199,0.657209,2658.43,2742.94,2484.76,129.733,40.1524,112.967,111.193,102.818,0.699544,1.37837,45.4638,train
1902,0.0779333,0.753081,1721.16,1826.72,2325.51,201.243,9.92914,25.662,9.92917,28.5834,1,17.337,11.035,train
1903,2.14346,0.484697,3855.49,1096.74,7738.62,133.128,30.8941,54.3458,126.552,133.128,0.999999,14.5576,7.02267,test
1904,0.166917,0.420768,2241.79,3502.25,2435.37,179.687,15.5711,61.0537,16.5261,57.0018,0.994181,6.50834,25.0696,train
1905,0.255426,1.64761,1177.37,2426.16,1313.09,166.807,28.5697,40.8935,30.8271,38.7997,0.98367,4.36634,31.1428,train
1906,4.65702,1.01345,1615.68,2765.02,3044.84,217.586,55.3678,276.853,180.791,154.166,0.609043,1.08658,90.9255,train
1907,0.739633,2.55558,3871.26,2097.89,4234.75,253.744,38.6974,418.952,107.427,116.841,0.680399,1.47897,98.9319,train
1908,0.114535,0.13387,4066.96,3922.15,625.836,239.346,25.7512,58.8968,112.906,137.923,0.591959,1.34354,94.1089,train
1909,0.235535,2.6839,2254.01,4008.91,12502.7,243.583,22.0543,117.609,22.0543,32.985,1,23.5501,9.40673,test
1910,0.709771,0.340163,2162.14,3522.44,615.574,200.943,8.47738,81.2325,148.01,76.2727,0.352246,0.513748,131.962,train
1911,0.0697521,0.245481,3500.51,2151.88,15693.8,100.621,29.3202,17.4094,29.3202,62.2772,1,64.2746,1.10932,test
1912,0.787895,0.25932,2386.97,3559.8,2730.75,186.494,16.8791,136.737,113.787,165.003,0.873297,2.95815,50.0732,train
1913,0.316241,1.96889,2365.64,1427.38,149.134,195.678,16.6689,23.6672,164.042,25.0903,0.176728,0.199347,158.698,train
1914,0.643027,1.10704,2337.85,2981.42,2283.05,107.967,37.1223,74.8265,58.1921,59.7931,0.702592,1.51869,32.7748,test
1915,1.43921,0.0634773,1120.95,1818.14,3478.18,247.978,22.9024,25.9761,231.877,247.978,1,30.1375,7.4683,train
1916,0.106401,0.14662,3721.71,3862.27,5589.27,263.138,49.4184,84.2632,50.3496,198.218,0.995643,14.1145,15.0759,train
1917,0.147199,0.182658,1597.72,3189.33,12914.9,213.696,31.9236,42.7496,31.9236,105.306,1,54.9145,3.3101,test
1918,1.79235,0.682663,1262.58,1577.51,11301.8,192.267,26.5793,178.047,113.589,191.912,0.997855,10.4948,15.7538,train
1919,0.618203,0.279179,3284.35,2491.07,2237.03,291.711,56.0199,150.35,217.662,272.21,0.917258,3.21666,67.2095,train
1920,4.75489,0.216811,1552.49,2166.8,14701.7,175.493,43.3635,62.0727,167.084,175.493,1,31.2945,4.22214,train
1921,2.62234,0.232644,2009.82,1307.67,988.583,111.605,58.4011,15.4703,108.67,109.253,0.955786,3.24953,15.6489,train
1922,0.0509243,0.0713522,2008.43,4065.19,103.832,214.978,5.09861,12.6528,91.2677,48.7199,0.589435,1.0152,121.858,test
1923,3.9666,1.5773,1358.35,2688.47,3708.15,161.608,40.7379,251.204,114.985,99.9767,0.490103,0.874454,67.7438,train
1924,0.131916,0.111004,2359.68,2294.52,125.692,190.907,22.1738,14.6335,143.897,79.6273,0.340498,0.493488,116.423,train
1925,0.0594816,0.197964,3609.83,2401.21,2215.45,270.819,25.7243,52.5254,26.1943,136.222,0.998082,10.3179,23.7087,train
1926,2.15291,0.551002,2947.39,2569.61,2780.06,150.575,47.8152,119.652,131.719,132.323,0.822382,1.96351,43.0392,train
1927,0.283366,0.304118,3648.27,1629.14,14560.3,201.536,16.9527,91.4518,113.074,201.536,1,29.388,6.2809,test
1928,0.299404,0.409631,1144.52,3902.49,129.053,138.358,25.0653,11.8295,103.836,32.4653,0.304709,0.376606,91.664,train
1929,3.47796,1.84602,3437.23,2683.69,230.046,293.822,32.6016,58.1786,288.956,44.3451,0.0449559,0.046435,252.9,train
1930,2.60705,4.27812,4135.45,2518.81,209.355,289.061,41.2821,50.8853,284.341,46.0043,0.0190581,0.0194283,243.058,test
1931,1.43199,1.45942,2214.84,1735.87,9208.66,233.361,35.7394,421.9,100.338,202.277,0.842713,3.63496,45.8156,train
1932,0.455674,0.616685,2508.22,3373.76,4967.35,240.931,17.3402,237.94,32.7467,131.705,0.931095,4.34616,47.9008,train
1933,3.31528,3.82403,2491.89,1475.48,6979.99,199.649,41.0266,539.096,134.394,136.573,0.602348,1.23709,77.2345,train
1934,4.06705,0.15761,3288.2,1314.36,196.336,244.959,25.1362,27.7954,242.881,159.312,0.610381,0.947768,141.57,train
1935,3.83329,0.197694,2632.7,2974.06,553.838,95.5551,30.555,23.03,93.2731,69.7246,0.602609,0.941975,41.5825,train
1936,2.1999,0.600645,3197.75,3588.08,1087.46,140.613,8.62961,107.128,125.385,58.3374,0.37662,0.504586,98.5121,train
1937,0.794543,0.0728213,1101.27,1759.95,306.007,296.623,32.3609,30.0284,262.305,266.662,0.886624,2.38766,98.1299,train
1938,0.0579622,1.87976,4041.09,3265.54,383.029,180.73,12.0632,31.561,45.9865,17.2047,0.798874,1.63526,82.3986,train
1939,0.0728716,0.134372,2306.74,2878.38,230.695,206.534,24.0733,20.6935,83.4289,77.5762,0.674694,1.3724,89.7007,train
1940,0.998446,0.135002,3233.67,3335.26,8595.7,159.951,58.1069,45.8571,145.748,159.951,1,19.0902,5.33489,train
1941,1.17463,0.235377,2154.62,3386.84,949.778,170.637,28.1312,73.6291,141.544,120.493,0.648126,1.19142,77.5224,test
1942,0.311117,0.130054,2368.55,3157.76,9211.17,104.816,35.127,28.6193,65.9785,104.815,0.999978,22.4291,3.10702,train
1943,1.02368,0.346286,1551.11,3369.56,16984.8,232.197,54.6488,205.993,102.465,231.189,0.994323,14.5564,12.128,train
1944,0.0796012,0.5417,4101,4046.48,3186.04,298.016,38.3289,84.7555,38.3835,76.9952,0.99979,9.75982,26.6022,train
1945,1.13458,0.468287,2031.15,1922.41,7970.53,219.101,9.68269,188.005,137.52,218.521,0.997229,8.85379,23.5874,train
1946,1.51663,0.308048,1746.8,1912.49,268.036,166.583,12.9991,31.9493,154.523,67.2296,0.353101,0.454962,119.198,test
1947,2.37286,0.0624994,3407.06,2267.92,493.051,166.061,33.9555,18.1214,163.819,161.802,0.967762,3.47847,36.7537,test
1948,0.895711,1.18785,1253.57,2855.91,245.816,289.58,14.4748,58.9337,237.094,31.8471,0.190786,0.218923,239.748,train
1949,0.215722,0.0639372,2484.57,2479.78,1085.61,188.713,25.4342,25.7408,140.687,187.785,0.994315,6.8471,23.7109,train
1950,0.244146,4.69067,3069.97,4199.79,13266.7,168.816,54.2958,85.8359,54.2958,58.653,1,17.7002,6.47002,test
1951,0.108779,3.14691,3403.24,1194.51,732.86,141.87,7.68746,42.0313,28.3336,18.8689,0.846134,1.97962,57.3525,train
1952,0.0568171,0.0549202,1664.07,4193.83,12446,144.737,11.9143,12.5581,11.9143,66.4374,1,131.637,1.009,train
1953,0.461999,1.27312,4039.7,4101.36,10118.1,216.89,27.8259,345.82,31.5965,94.0559,0.980056,5.42138,34.1783,train
1954,1.3846,3.27211,2129.82,2897.94,156.92,242.896,32.5859,31.8861,232.084,35.9486,0.0514131,0.0532121,203.2,train
1955,1.3505,0.494015,1378,2577.93,3353.08,81.9409,29.2008,54.0099,52.9187,71.6102,0.804121,2.63289,16.1076,train
1956,1.762,0.10951,2985.13,1263.92,319.341,173.451,39.4128,16.6364,170.288,159.608,0.896724,2.30718,52.0962,train
1957,0.683384,0.487281,2274.83,1331.77,745.213,246.874,30.3606,87.1743,190.798,164.693,0.620434,1.14835,116.979,train
1958,0.751874,1.04064,2229.06,3221.53,544.798,176.514,16.5723,69.9333,134.787,37.4327,0.260889,0.325064,128.365,train
1959,0.20676,0.583283,2112.62,3294.72,6686.02,210.196,55.0449,67.7702,55.0458,90.3097,0.999994,15.3067,10.1361,train
1960,3.68707,0.135272,1835.31,3323.33,265.677,231.969,6.49559,44.6918,225.365,105.91,0.440913,0.590983,168.219,train
1961,1.24377,0.590225,2095.47,1306.91,145.829,292.778,55.2279,30.8206,280.953,95.1835,0.168198,0.189051,211.348,train
1962,1.24689,0.223931,1487.6,2269.34,266.148,266.909,39.2128,45.0354,242.63,127.834,0.389209,0.52373,169.212,test
1963,0.749469,0.149665,2254.99,2215.45,429.094,141.895,37.1928,24.1207,127.622,109.939,0.694791,1.29411,56.2131,train
1964,0.141057,2.12738,2143.49,1022.2,165.724,252.069,44.1121,25.8998,166.409,56.0222,0.411914,0.548113,156.282,test
1965,0.329473,3.00258,2388.21,3959.7,6549.56,267.834,43.4088,176.52,43.4971,58.2557,0.999607,8.32377,26.9514,train
1966,0.178174,0.804235,3295.74,2667.02,5559.25,204.418,40.3093,96.2946,40.4325,85.2037,0.99925,9.46715,17.3215,train
1967,2.11638,1.51998,2807.93,3870.26,113.464,150.84,30.0455,13.4478,148.577,32.3315,0.0189246,0.0192877,118.52,train
1968,1.39019,0.115813,2703.73,2290.78,454.517,91.8264,9.19554,17.7162,87.113,75.9733,0.808146,1.71321,38.9781,test
1969,0.815061,1.71427,2646.59,3616.59,2393.95,250.747,17.3368,311.951,106.134,67.6531,0.619568,1.10978,130.308,train
1970,0.554034,0.0558344,2699.79,1990.67,755.864,223.503,23.814,22.1571,208.69,223.162,0.998292,6.80051,29.3136,train
1971,0.147349,0.719241,1206.58,3102.6,9436.39,175.862,47.7409,22.7784,47.7409,57.9485,1,53.0766,2.41389,train
1972,0.674818,0.0887196,1114.71,2872.5,10110.4,168.467,59.7051,27.7176,131.62,168.467,1,39.6726,2.74149,test
1973,4.97267,2.02265,3517.88,2499.97,5045.57,110.783,32.3241,234.976,97.3504,78.7937,0.592281,0.997826,46.5708,train
1974,1.75516,0.380503,1797.72,3756.23,3536.06,261.52,52.4924,250.934,181.992,228.062,0.839933,2.47405,70.9644,train
1975,3.93657,2.30102,1591.7,1946.42,4655.48,293.192,28.4133,649.273,189.571,173.381,0.547505,1.03946,139.464,train
1976,1.20384,0.146893,1287.42,2271.14,9261.28,92.3642,33.7259,19.5626,79.742,92.3642,1,27.7605,2.1123,train
1977,0.845646,2.39108,2442.42,3044.27,212.745,269.177,22.7404,49.1561,245.378,29.4934,0.0965746,0.103003,231.056,train
1978,0.112211,0.472591,1189.72,2406.44,117.998,216.782,22.3412,14.8596,105.474,35.4073,0.572453,0.883884,125.931,train
1979,0.0567267,0.904613,1536.86,3478.62,1579.12,221.072,13.7763,18.0722,13.7763,19.5194,1,18.1131,11.4445,test
1980,0.182194,4.46873,2843.36,3086.75,242.939,236.618,40.0132,37.901,163.456,42.7609,0.372128,0.468957,156.01,train
1981,1.4143,0.72064,3754.22,2222.13,3281.91,222.779,47.8666,229.715,179.515,191.317,0.820126,2.04946,69.9942,train
1982,1.81445,0.787648,1185.29,2846.66,110.796,208.266,12.2089,20.6789,198.651,21.4316,0.0490425,0.0515175,186.638,train
1983,1.16081,0.635097,2975.04,1300.56,436.976,112.508,53.164,19.3341,106.91,76.5715,0.394437,0.529038,44.2453,train
1984,1.8377,0.23292,1834.91,2316.03,5306.32,288.476,38.7915,134.663,248.54,288.422,0.999783,9.83656,25.3778,train
1985,1.01567,4.64965,2751.46,1707.51,1370.29,159.398,50.9813,110.878,119.722,64.947,0.365961,0.490339,80.9159,train
1986,0.245327,0.212978,1563.85,2292.72,3712.16,166.827,30.0356,50.9115,34.1256,134.299,0.9701,9.67579,13.7148,train
1987,0.844175,0.460294,1268.23,1396.82,9496.26,123.854,16.3479,69.0454,59.3626,123.736,0.998904,14.7698,7.2708,test
1988,0.0864976,1.62928,1342.97,3953.68,1380.18,213.771,58.8617,17.9947,58.863,61.6552,0.999992,11.8813,13.0379,train
1989,0.0854449,0.807747,3674.68,3384.96,537.839,283.374,57.1434,56.8722,102.242,77.9437,0.800651,1.71296,105.742,test
1990,2.04406,0.372081,3121.73,3396.37,1577.75,180.645,59.4777,104.462,164.274,142.14,0.682216,1.24849,66.2098,train
1991,0.104765,0.839011,2095.93,4159.67,2496.8,142.706,34.0102,23.8669,34.0126,40.8489,0.999978,11.3707,9.55901,test
1992,0.772265,0.615438,3942.99,1914.65,802.612,208.694,8.10864,108.278,173.135,99.9983,0.458107,0.681134,134.907,train
1993,0.0899531,4.29933,3700.06,2373.72,2655,170.172,11.1504,52.9047,11.2189,16.3343,0.999569,7.97701,19.9264,train
1994,0.294704,0.0617839,1908.03,1445.91,2164.04,280.188,42.4935,21.2342,242.426,280.188,1,24.2242,9.8123,train
1995,0.545161,4.50269,2790.47,2475.06,2018.16,81.3243,45.749,38.5816,55.9626,49.2109,0.712901,1.32664,19.1172,train
1996,0.125832,0.772083,1197.72,3346.93,7449.3,226.854,33.2836,29.173,33.2836,44.5729,1,49.4279,3.91621,train
1997,0.138188,0.653856,4145.81,1334.91,17905.4,267.97,31.2218,135.632,31.2236,186.614,0.999993,31.2541,7.57489,train
1998,0.626903,0.323136,1987.33,3107.17,121.303,194.857,13.5314,19.831,178.939,33.2826,0.108927,0.120815,163.484,train
1999,3.14394,0.402337,1058.35,3441.46,1714.17,169.718,18.8974,134.669,129.245,116.158,0.644876,1.238,78.5623,train
2000,0.246311,2.07174,3018.74,3759.02,678.981,282.58,10.8613,118.538,123.158,26.0824,0.586718,0.913162,174.583,train
2001,4.84425,0.0584288,3707.26,2618.24,15093.2,215.45,38.2077,27.1147,213.941,215.45,1,98.6611,1.79648,train
2002,0.199123,2.07959,4165.12,2115.4,14012.5,124.041,54.9654,57.289,54.9655,67.9881,0.999999,16.8953,4.08842,test
2003,1.93863,3.19176,2213.16,1464.14,876.294,229.396,57.869,125.686,200.102,84.7642,0.170784,0.20424,143.429,train
2004,0.664823,0.124949,1119.91,4054.52,458.985,201.8,8.26438,50.2372,134.326,107.428,0.512382,0.905998,109.453,train
2005,0.366655,0.297512,4091.78,4118.71,7135.97,270.025,44.1729,252.489,101.729,250.225,0.912332,5.82354,35.3826,train
2006,4.12011,3.20097,3025.8,2607.06,6069.12,90.6072,51.9746,145.463,78.9391,69.4056,0.451197,0.727267,23.9677,train
2007,0.108382,1.17511,2296.7,1434.81,731.844,193.419,29.2219,37.9947,40.7804,51.7566,0.929606,2.94008,51.9164,train
2008,0.868935,1.1931,2961.64,3630.89,14131.3,245.344,12.1962,571.996,23.0782,144.235,0.953326,5.49114,40.4773,train
2009,0.567173,1.44384,1112.42,2820.61,122.75,97.6454,39.598,6.39271,87.5133,41.1677,0.174549,0.194552,52.0792,train
